"id","tipo_de_barrio","nombre_del_barrio","integrantes_del_hogar","p1","p1_1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p12_1","p12_2","p12_3","p13","p14","p14_1","p14_2","trabaja","p15","p16","p17","p18","p19","p20","p21","p22","p22_1","p23","p24","p24_1","p25","p26","p27","p28","p29","p30","p31","p32","p32_1","p32_2","p32_otros_1","p32_otros_2","p33","p33_1","p33_2","p33_3","p33_4","p33_5","p33_6","p34","p35","p36","p37","p38","p38_1","p38_2","p38_3","p38_4","p38_5","p39","p40","p41","p42","p43","p44","p45","p46","p47","p48","p48_1","p48_2","p48_3","p48_4","p48_5","p49","p50","p51","p51_1","p51_2","p51_3","p51_4","p51_5","p52","p53","p54","p55","p56","p57","p58","p59","p60","p60_1","p61","p61_1","p62","p63","p64","p65","p66","p66_1","p66_2","p67","p67_1","p68","p69","p69_1","p70","p71","p72","p72_1","p72_2","p72_3","p72_4","p72_5","p72_6","p72_7","p73","p73_1","p73_2","p73_3","p73_4","p73_5","p73_6","p73_7","p73_8","p73_9","p74","p75","p76","p77","p77_1","p77_2","p78","p79","fecha_de_entrevista","comuna","total_menores","total_adultos_mayores","q189cod1","q189cod1_etiqueta","q189cod2","q189cod2_etiqueta","p20c_renatep_rama_actividad","p20c_renatep_rama_etiqueta","p20c_renatep_ocupacion","p20c_renatep_ocupacion_etiqueta","q219cod1","q219cod1_etiqueta","q219cod2","q219cod2_etiqueta","p42c_cno","p42c_renatep_rama_actividad","p42_renatep_rama_etiqueta","p42c_renatep_ocupacion","p42c_renatep_ocupacion_etiqueta","hogar_monoparental","p67_tema_curso_grupos"
19802986,"1","3",2,"2","","1",31,"5","1","","","2","","","","5","","Paraguay","","1","1","","","1","","1","Vendedora","2","1","Vende electrodomesticos","Vende y hace envios","6","","4","","","","3","2","","2","42","5","4","","","","","1","","","","","","","1","5","4","1","3","3","3","3","3","3","4","","","","","","","","","","","","","","","","","","","","","","","2","","3","1","1","2","1","1","","","7","","","","3","2","","","","","","","","","","1","11","","","","","","","","4","4","4","4","1","4","4","1","4","","2","","4","3","","","2","2","2023-06-14","Comuna 04",3,0,"53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5310","Venta al por menor en puestos móviles y  no realizadas en tiendas n.c.p.","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","","","","","","","","0","","99"
19459397,"1","9",2,"2","","1",24,"5","1","","","1","2","","","1","","","","","1","","","1","","1","Cooperativa","3","1","Barrido","Barrido y limpieza","1","","2","","","2","","1","1","2","20","5","4","","","","","1","","","","","","","1","1","2","2","2","3","2","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","2","","2","2","2","2","2","1","","","1","","1","4","3","2","","","","","","","","","","1","3","","","","","","","","4","4","4","4","1","4","4","1","4","","2","","4","1","","","2","2","2023-05-31","Comuna 08",3,0,"91","SERVICIOS DE ASOCIACIONES","9109","Servicios de asociaciones n.c.p.","4","Recuperación, Reciclado y Servicios Ambientales.","31","Trabajador/a de limpieza de terrenos y espacios verdes","","","","","","","","","0","","99"
19462058,"1","9",1,"1","","2",26,"6","1","","","2","","","","5","","Paraguay","","1","1","","","1","","1","Changas de reparaciones","1","1","Mantenimientos en casas","Arreglos domésticos","6","","6","","","2","","2","","2","16 horas en la semana","4","4","","","","","1","","","","","","","1","1","1","1","3","3","2","2","1","3","1","Feriante","2","Feriante","5","2","","2","","12","","","","","Bandejas para la comida","1","1","2","3","2","2","1","3","2","","2","2","1","2","2","1","","","1","","3","4","3","2","","","","","","","","","","1","4","8","11","","","","","","4","4","99","4","4","1","1","4","4","","1","Todo lo que pueda","4","1","","","2","2","2023-06-03","Comuna 08",0,1,"45","CONSTRUCCION","4500","Construcción","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5310","Venta al por menor en puestos móviles y  no realizadas en tiendas n.c.p.","05.0.0.2 / comerciante de puesto de feria/feriante","2","Comercio Popular y Trabajos en Espacios Públicos","12","Feriante","","99"
20248469,"1","2",2,"2","","1",44,"6","1","","","1","1","1","","5","","Paraguay","","1","1","","","1","","1","Empleada doméstica","2","1","Empleada","Limpieza","7","","6","","","1","","","","1","40hs","7","4","","","","","1","","","","","","","1","3","1","1","3","3","3","3","2","2","3","Casa de familia","1","Limpieza","6","2","","2","","13","","","","","","1","1","3","3","1","3","2","2","2","","2","1","1","2","2","1","","","7","","","","3","2","","","","","","","","","","1","11","12","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-07-11","Comuna 04",1,1,"95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","55.3.1.4 / mucama/empleada doméstica","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","99"
19500722,"1","9",3,"2","","1",50,"4","2","2","1","","","","","5","","Paraguay","","1","1","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Casa particular","1","Empleada doméstica","6","2","","2","","13","","","","","","2","2","","","","","","","2","","1","2","2","2","2","2","2","","7","","","","3","2","","","","","","","","","","2","","","","","","","","","4","4","4","4","1","4","4","1","4","","2","","4","1","","","99","2","2023-06-02","Comuna 08",1,0,"","","","","","","","","95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","55.3.1.4 / mucama/empleada doméstica","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","99"
19956378,"3","99",2,"2","","1",33,"4","1","","","2","","","","1","","","","","1","","","1","","1","Changas de limpieza","1","1","Tareas de limpieza","Limpieza casa particular","7","","6","","","2","","2","","2","6 (changas)","4","4","","","","","1","","","","","","","2","","3","4","1","3","1","1","1","1","1","Bar cafetería","1","Camarera moza","1","1","","","","13","","","","","","1","1","1","1","1","1","1","1","2","","2","2","2","2","2","2","1","","7","","","","3","2","","","","","","","","","","1","14","","","","","","","","4","4","4","4","2","4","4","4","4","","2","","4","1","","","2","2","2023-06-29","Comuna 04",4,0,"95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","55","SERVICIOS DE HOTELERIA Y RESTAURANTES","5503","Servicios de expendio de comidas y bebidas excepto vendedores ambulantes de comidas","53.3.1.4 / mozo/camarero","2","Comercio Popular y Trabajos en Espacios Públicos","38","Otros","","99"
19991302,"1","4",3,"1","","1",41,"4","1","","","2","","","","5","","Paraguay","","1","1","","","1","","1","venta mayorista de bebidas","2","1","dueña","venta","6","","4","","","","1","1","2","2","60","7","11","","","sola","","1","","","","","","","1","2","1","1","3","3","3","3","1","3","3","","","","","","","","","","","","","","","","","","","","","","","1","comerciante","3","2","1","2","1","1","","","7","","","","3","2","","","","","","","","","","1","2","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","2","","swiss medical","2","2","2023-06-27","Comuna 08",1,0,"53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5301","Comercio de intermediación","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","","","","","","","","","0","","99"
19748543,"1","1",2,"2","","1",45,"3","1","","","2","","","","5","","Paraguay","","1","1","","","1","","2","comercio, almacen familiar","2","1","compra en mayorista y venta, atencion al publico","venta en el almacen","6","","5","","","2","","2","","2","12","6","11","","","emprendimiento propio","","1","","","","","","","1","1","1","1","3","3","3","3","99","3","1","acompañante terapeutico","1","cuidadora de personas","1","2","","2","","13","","","","","","1","2","3","3","1","3","1","3","2","","1","2","2","2","2","1","","","7","","","","3","2","","","","","","","","","","1","16","","","","","","","peluqueria","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-06-02","Comuna 08",1,0,"53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5303","Comercio de alimentos, bebidas y tabaco","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","85","SERVICIOS SOCIALES Y DE SALUD","8501","Servicios relacionados con la salud humana","57.1.1.3 / cuidador de ancianos","1","Servicios Socio Comunitarios","10","Cuidados (niños/as, enfermos/as, personas con discapacidad, ancianos/as)","","99"
19557649,"1","8",2,"1","","1",58,"4","1","","","2","","","","5","","Bolivia","","1","1","","","1","","1","Taller","1","1","Costurera","Coser","1","","1","2","","2","","2","","2","72","8","4","","","","","1","","","","","","","2","","2","2","3","3","3","2","1","3","1","","","","","","","","","","","","","","","","","","","","","","","2","","1","2","2","2","2","1","","","1","","3","4","3","2","","","","","","","","","","1","16","","","","","","","Tejido","4","4","4","4","4","1","4","4","4","","1","12","1","1","","","2","2","2023-06-12","Comuna 07",0,0,"50","VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHÍC","5002","Mantenimiento y reparación de vehículos automotores, excepto motocicletas","6","Industria Manufacturera.","15","Indumentaria y Textil","","","","","","","","","0","","99"
19451685,"1","9",1,"1","","1",32,"5","1","","","2","","","","1","","","","","1","","","1","","1","Recolección de cartón","1","1","Cartonera","Junta cArton y lo vende","1","","4","","","","3","2","","2","10","8","4","","","","","1","","","","","","","2","","5","4","3","2","3","2","1","1","1","Cooperativa del barrio","7","Barrendera","2","2","","1","1","13","","","","","","1","2","1","1","3","3","2","3","2","","3","2","2","2","2","2","1","","7","","","","3","2","","","","","","","","","","1","4","11","","","","","","","4","4","4","4","1","4","4","1","4","","2","","4","1","","","2","2","2023-05-31","Comuna 08",1,0,"37","RECICLAMIENTO","3700","Reciclamiento","4","Recuperación, Reciclado y Servicios Ambientales.","9","Cartonero/a","91","SERVICIOS DE ASOCIACIONES","9109","Servicios de asociaciones n.c.p.","56.3.1.4 / barrendero","4","Recuperación, Reciclado y Servicios Ambientales.","31","Trabajador/a de limpieza de terrenos y espacios verdes","1","99"
19916951,"1","3",1,"1","","2",18,"6","2","2","1","","","","","1","","","","","1","","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","3","2","","","","","","","","","","1","3","","","","","","","","4","4","4","4","2","4","4","2","4","","2","","4","1","","","2","2","2023-06-28","Comuna 04",2,0,"","","","","","","","","","","","","","","","","0","2","99"
19887594,"1","8",2,"3","","2",28,"7","1","","","2","","","","5","","Bolivia","","1","1","","","1","","1","Peluquería","2","1","Barbero","Corta el pelo","1","","1","2","","2","","2","","2","12","2","1","","","","","1","","","","","","","1","5","2","2","3","3","3","2","1","3","1","","","","","","","","","","","","","","","","","","","","","","","2","","3","1","1","2","2","1","","","1","","2","4","3","2","","","","","","","","","","1","2","","","","","","","","4","4","4","4","4","2","4","4","4","","2","","4","1","","","2","1","2023-06-23","Comuna 07",0,0,"93","SERVICIOS N.C.P.","9302","Servicios de peluquería y  tratamientos de belleza","3","Servicios Personales y otros Oficios.","19","Peluquería // Depilación // Manicuría // Masajista","","","","","","","","","0","","99"
19802691,"1","3",1,"1","","2",35,"6","1","","","2","","","","1","","","","","1","","","1","","2","Cartonero","1","1","Cartonero","Reciclar cartones","1","","4","","","","3","2","","2","80","5","4","","","","","1","","","","","","Gancho/guantes/carro","2","","1","1","2","3","2","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","1","Pintor y albañil","2","1","2","2","2","2","5","","7","","","","3","2","","","","","","","","","","1","10","","","","","","","","4","4","4","4","4","1","4","4","1","Por cooperativa","2","","4","1","","","2","2","2023-06-16","Comuna 04",0,0,"37","RECICLAMIENTO","3700","Reciclamiento","4","Recuperación, Reciclado y Servicios Ambientales.","9","Cartonero/a","","","","","","","","","0","","99"
19629518,"1","3",3,"3","","2",19,"6","2","2","1","","","","","1","","","","","1","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Construcción","1","Ayudante de Albañil","4","","3","2","","13","","","","","","2","2","","","","","","","1","Albañil","2","1","2","2","1","2","1","","7","","","","3","2","","","","","","","","","","2","","","","","","","","","4","4","4","4","2","4","4","2","4","","2","","4","1","","","2","2","2023-06-15","Comuna 04",3,0,"","","","","","","","","45","CONSTRUCCION","4500","Construcción","72.1.1.3 / albañil (oficial, medio oficial)","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","","99"
19919106,"1","3",1,"1","","1",34,"5","1","","","1","1","2","2","1","","","","","1","","","1","","1","Colegio","5","1","Maestranza","Auxiliar limpieza","1","","1","1","","1","","","","1","20","6","3","","","","","1","","","","","","","2","","1","1","3","3","2","2","1","3","3","Niñera","1","Cuidado de niños","6","2","","2","","13","","","","","","3","2","3","2","1","3","1","3","2","","2","1","1","2","2","1","","","7","","","","3","2","","","","","","","","","","1","4","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","2","","Ospec","2","2","2023-06-28","Comuna 04",2,0,"80","ENSEÑANZA","8004","Niveles combinados","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","57.1.1.3 / niñera/babysitter","1","Servicios Socio Comunitarios","10","Cuidados (niños/as, enfermos/as, personas con discapacidad, ancianos/as)","1","99"
19943914,"3","99",2,"1","","2",33,"6","1","","","1","1","1","","4","Salta","","","","1","","","1","","1","Costurero","3","1","Costurero","Coser","1","","1","2","","1","","","","1","40","7","4","","","","","1","","","","","","Máquina de coser, tijeras","1","5","1","1","3","3","2","1","1","3","99","Albañil","1","Albañil","4","","3","2","","3","","","","","","2","1","3","2","1","1","1","3","2","","2","1","1","2","2","1","","","7","","","","3","2","","","","","","","","","","1","3","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","2","","Osecac","2","2","2023-06-28","Comuna 08",2,0,"17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","6","Industria Manufacturera.","15","Indumentaria y Textil","45","CONSTRUCCION","4500","Construcción","72.1.1.3 / albañil (oficial, medio oficial)","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","","99"
19887613,"1","8",2,"2","","1",27,"5","1","","","2","","","","5","","Bolivia","","1","1","","","1","","1","Textil","2","1","Costura","Costura","9","","1","2","","2","","2","","2","60","7","7","","","","","1","12","","","","","Coser","1","5","2","1","3","3","3","3","1","1","1","Tales textil","3","Costura","1","2","","2","","1","12","","","","Coser","1","2","2","3","2","3","1","1","1","Costura","2","2","2","2","2","2","6","","7","","","","3","2","","","","","","","","","","1","4","","","","","","","","4","4","4","4","1","4","4","1","4","","2","","4","1","","","2","2","2023-06-23","Comuna 07",2,0,"17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","6","Industria Manufacturera.","15","Indumentaria y Textil","17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","80.3.2.3 / costurera","6","Industria Manufacturera.","15","Indumentaria y Textil","","99"
19558698,"1","8",2,"3","","1",26,"7","1","","","2","","","","1","","","","","1","","","1","","2","Mantera","1","1","Vendedora","Vende","2","","4","","","","3","2","","2","48","5","11","","","Emprendimiento propio","","1","","","","","","","1","5","1","2","1","3","3","2","1","3","3","","","","","","","","","","","","","","","","","","","","","","","1","Enfermera","3","2","2","2","1","2","1","","7","","","","3","2","","","","","","","","","","1","11","","","","","","","","4","4","4","4","4","4","4","4","2","Pensión no contributiva","2","","1","1","","","2","2","2023-06-12","Comuna 07",0,0,"53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5310","Venta al por menor en puestos móviles y  no realizadas en tiendas n.c.p.","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","","","","","","","","","0","","99"
19934000,"1","9",1,"1","","2",50,"4","1","","","2","","","","1","","","","","1","","","1","","1","Albañil","1","1","Changarin albañil","Tareas de albañilería por cuenta propia","7","","4","","","","3","2","","2","10","6","4","","","","","3","","","","","","","2","","5","1","3","3","1","2","1","2","2","Empresa de construcción","7","Albañil","1","1","","","","2","3","4","","","","1","1","2","1","1","1","1","1","1","Albañil y pintor","2","2","2","2","2","1","","","7","","","","3","2","","","","","","","","","","2","","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-06-29","Comuna 08",1,0,"45","CONSTRUCCION","4500","Construcción","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","45","CONSTRUCCION","4500","Construcción","72.1.1.3 / albañil (oficial, medio oficial)","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","2","99"
